h_tot_m [mm],PT8_c_m,PT6_m,PT5_m,PT4_m,PT3_m,PT3_m,PT1_w_m,time_h_m [h]
2.189,8.569,4.312,1.927,-0.789,-4.305,-4.305,-10.901,11.7
2.195,8.591,4.344,1.958,-0.774,-4.266,-4.266,-10.872,11.73333333
2.201,8.589,4.352,1.947,-0.756,-4.276,-4.276,-10.883,11.76666667
2.21,8.59,4.331,1.949,-0.786,-4.285,-4.285,-10.855,11.8
2.218,8.573,4.321,1.931,-0.8,-4.279,-4.279,-10.871,11.83333333
2.227,8.555,4.311,1.93,-0.796,-4.297,-4.297,-10.878,11.86666667
2.234,8.55,4.308,1.917,-0.824,-4.314,-4.314,-10.872,11.9
2.24,8.541,4.276,1.901,-0.853,-4.32,-4.32,-10.883,11.93333333
2.246,8.521,4.282,1.887,-0.858,-4.336,-4.336,-10.882,11.96666667
2.253,8.539,4.273,1.912,-0.854,-4.324,-4.324,-10.871,12
2.261,8.528,4.26,1.894,-0.855,-4.339,-4.339,-10.87,12.03333333
2.268,8.5,4.246,1.861,-0.901,-4.367,-4.367,-10.905,12.06666667
2.276,8.51,4.271,1.873,-0.87,-4.33,-4.33,-10.86,12.1
2.283,8.466,4.209,1.813,-0.923,-4.365,-4.365,-10.906,12.13333333
2.288,8.491,4.228,1.844,-0.927,-4.356,-4.356,-10.886,12.16666667
2.294,8.468,4.212,1.819,-0.917,-4.382,-4.382,-10.899,12.2
2.303,8.453,4.198,1.807,-0.935,-4.383,-4.383,-10.89,12.23333333
2.31,8.439,4.176,1.793,-0.945,-4.386,-4.386,-10.902,12.26666667
2.315,8.461,4.209,1.813,-0.952,-4.378,-4.378,-10.869,12.3
2.321,8.429,4.163,1.773,-0.97,-4.414,-4.414,-10.911,12.33333333
2.328,8.398,4.159,1.758,-0.981,-4.415,-4.415,-10.907,12.36666667
2.338,8.386,4.138,1.742,-1.005,-4.437,-4.437,-10.929,12.4
2.343,8.389,4.142,1.755,-0.99,-4.425,-4.425,-10.917,12.43333333
2.349,8.399,4.145,1.767,-1,-4.407,-4.407,-10.914,12.46666667
2.357,8.39,4.133,1.76,-0.984,-4.435,-4.435,-10.879,12.5
2.364,8.35,4.107,1.713,-1.032,-4.456,-4.456,-10.916,12.53333333
2.371,8.349,4.097,1.694,-1.034,-4.469,-4.469,-10.924,12.56666667
2.377,8.344,4.084,1.699,-1.06,-4.467,-4.467,-10.927,12.6
2.384,8.322,4.07,1.685,-1.059,-4.491,-4.491,-10.92,12.63333333
2.392,8.302,4.058,1.669,-1.08,-4.503,-4.503,-10.933,12.66666667
2.399,8.279,4.04,1.652,-1.108,-4.518,-4.518,-10.955,12.7
2.405,8.328,4.083,1.683,-1.063,-4.474,-4.474,-10.902,12.73333333
2.411,8.286,4.055,1.667,-1.091,-4.498,-4.498,-10.931,12.76666667
2.417,8.304,4.063,1.666,-1.083,-4.498,-4.498,-10.935,12.8
2.424,8.276,4.027,1.637,-1.095,-4.516,-4.516,-10.935,12.83333333
2.431,8.272,4.03,1.643,-1.103,-4.507,-4.507,-10.928,12.86666667
2.437,8.266,4.009,1.617,-1.118,-4.527,-4.527,-10.925,12.9
2.442,8.25,4.016,1.62,-1.121,-4.535,-4.535,-10.936,12.93333333
2.449,8.267,4.02,1.629,-1.125,-4.515,-4.515,-10.914,12.96666667
2.456,8.25,4.004,1.604,-1.128,-4.535,-4.535,-10.931,13
2.462,8.21,3.967,1.574,-1.16,-4.565,-4.565,-10.95,13.03333333
2.472,8.197,3.987,1.58,-1.162,-4.574,-4.574,-10.946,13.06666667
2.483,8.228,3.961,1.579,-1.17,-4.555,-4.555,-10.932,13.1
2.488,8.208,3.97,1.584,-1.161,-4.556,-4.556,-10.927,13.13333333
2.493,8.191,3.943,1.563,-1.208,-4.589,-4.589,-10.953,13.16666667
2.498,8.178,3.929,1.532,-1.2,-4.592,-4.592,-10.952,13.2
2.504,8.192,3.935,1.529,-1.214,-4.6,-4.6,-10.945,13.23333333
2.513,8.189,3.927,1.55,-1.177,-4.591,-4.591,-10.918,13.26666667
2.521,8.208,3.951,1.549,-1.184,-4.554,-4.554,-10.915,13.3
2.529,8.161,3.908,1.524,-1.212,-4.586,-4.586,-10.924,13.33333333
2.532,8.155,3.911,1.504,-1.223,-4.601,-4.601,-10.922,13.36666667
2.536,8.154,3.887,1.502,-1.249,-4.62,-4.62,-10.95,13.4
2.542,8.143,3.891,1.495,-1.236,-4.608,-4.608,-10.947,13.43333333
2.549,8.103,3.835,1.451,-1.291,-4.667,-4.667,-10.988,13.46666667
2.555,8.105,3.864,1.472,-1.297,-4.656,-4.656,-10.972,13.5
2.562,8.098,3.859,1.463,-1.268,-4.641,-4.641,-10.952,13.53333333
2.567,8.094,3.852,1.437,-1.292,-4.666,-4.666,-10.98,13.56666667
2.574,8.086,3.841,1.439,-1.292,-4.669,-4.669,-10.963,13.6
2.582,8.083,3.83,1.425,-1.313,-4.679,-4.679,-10.967,13.63333333
2.59,8.072,3.829,1.431,-1.308,-4.657,-4.657,-10.963,13.66666667
2.595,8.05,3.783,1.4,-1.355,-4.712,-4.712,-10.973,13.7
2.6,8.046,3.805,1.404,-1.315,-4.69,-4.69,-10.976,13.73333333
2.607,8.033,3.802,1.397,-1.327,-4.695,-4.695,-10.969,13.76666667
2.615,8.049,3.809,1.41,-1.331,-4.67,-4.67,-10.964,13.8
2.618,8.043,3.788,1.399,-1.331,-4.695,-4.695,-10.967,13.83333333
2.623,8.034,3.792,1.375,-1.338,-4.708,-4.708,-10.952,13.86666667
2.629,8.02,3.765,1.366,-1.359,-4.732,-4.732,-10.978,13.9
2.635,8.032,3.766,1.379,-1.345,-4.721,-4.721,-10.963,13.93333333
2.641,8.025,3.793,1.37,-1.359,-4.708,-4.708,-10.977,13.96666667
2.648,7.984,3.724,1.323,-1.391,-4.757,-4.757,-11.007,14
2.657,7.988,3.735,1.335,-1.388,-4.734,-4.734,-10.997,14.03333333
2.667,8.019,3.757,1.349,-1.36,-4.718,-4.718,-10.955,14.06666667
2.67,7.996,3.741,1.343,-1.395,-4.735,-4.735,-10.958,14.1
2.672,7.998,3.744,1.343,-1.369,-4.741,-4.741,-10.946,14.13333333
2.679,7.967,3.689,1.292,-1.43,-4.777,-4.777,-11.005,14.16666667
2.683,7.953,3.689,1.301,-1.435,-4.778,-4.778,-10.984,14.2
2.689,7.968,3.704,1.322,-1.421,-4.753,-4.753,-10.977,14.23333333
2.692,7.959,3.692,1.294,-1.418,-4.766,-4.766,-10.985,14.26666667
2.698,7.925,3.665,1.261,-1.45,-4.779,-4.779,-11.006,14.3
2.704,7.917,3.648,1.239,-1.463,-4.802,-4.802,-10.99,14.33333333
2.711,7.923,3.656,1.258,-1.444,-4.787,-4.787,-10.99,14.36666667
2.719,7.942,3.667,1.269,-1.463,-4.793,-4.793,-10.953,14.4
2.726,7.927,3.668,1.261,-1.445,-4.787,-4.787,-10.965,14.43333333
2.736,7.902,3.633,1.218,-1.468,-4.802,-4.802,-10.997,14.46666667
2.743,7.855,3.605,1.193,-1.5,-4.821,-4.821,-11.031,14.5
2.748,7.9,3.651,1.244,-1.47,-4.802,-4.802,-10.972,14.53333333
2.755,7.89,3.631,1.213,-1.471,-4.806,-4.806,-10.982,14.56666667
2.762,7.888,3.611,1.199,-1.512,-4.851,-4.851,-11.022,14.6
2.773,7.855,3.578,1.181,-1.54,-4.85,-4.85,-11.036,14.63333333
2.779,7.848,3.599,1.188,-1.528,-4.841,-4.841,-11,14.66666667
2.786,7.863,3.616,1.192,-1.516,-4.835,-4.835,-10.995,14.7
2.792,7.864,3.608,1.199,-1.502,-4.828,-4.828,-10.981,14.73333333
2.797,7.853,3.572,1.159,-1.547,-4.853,-4.853,-10.995,14.76666667
2.8,7.84,3.58,1.165,-1.545,-4.846,-4.846,-10.991,14.8
2.804,7.848,3.569,1.151,-1.544,-4.855,-4.855,-11.002,14.83333333
2.81,7.822,3.56,1.134,-1.571,-4.868,-4.868,-11.01,14.86666667
2.816,7.823,3.556,1.133,-1.572,-4.862,-4.862,-11.021,14.9
2.821,7.841,3.552,1.152,-1.559,-4.867,-4.867,-10.979,14.93333333
2.828,7.818,3.547,1.127,-1.579,-4.897,-4.897,-11.011,14.96666667
2.835,7.818,3.547,1.134,-1.579,-4.879,-4.879,-11.005,15
2.841,7.8,3.545,1.123,-1.566,-4.878,-4.878,-10.998,15.03333333
2.851,7.793,3.551,1.127,-1.564,-4.852,-4.852,-11.007,15.06666667
2.858,7.805,3.548,1.124,-1.577,-4.87,-4.87,-11.003,15.1
2.863,7.74,3.482,1.066,-1.635,-4.918,-4.918,-11.042,15.13333333
2.869,7.786,3.507,1.105,-1.598,-4.888,-4.888,-10.999,15.16666667
2.873,7.77,3.502,1.084,-1.601,-4.914,-4.914,-11.014,15.2
2.879,7.76,3.505,1.077,-1.614,-4.902,-4.902,-11.014,15.23333333
2.883,7.78,3.503,1.109,-1.607,-4.889,-4.889,-10.996,15.26666667
2.89,7.746,3.47,1.065,-1.632,-4.947,-4.947,-11.03,15.3
2.896,7.736,3.459,1.044,-1.656,-4.944,-4.944,-11.045,15.33333333
2.901,7.736,3.487,1.048,-1.625,-4.911,-4.911,-11.008,15.36666667
2.908,7.73,3.445,1.021,-1.672,-4.949,-4.949,-11.042,15.4
2.916,7.718,3.448,1.035,-1.661,-4.94,-4.94,-11.032,15.43333333
2.922,7.738,3.443,1.008,-1.664,-4.948,-4.948,-11.038,15.46666667
2.928,7.727,3.459,1.02,-1.682,-4.939,-4.939,-11.015,15.5
2.935,7.716,3.431,1.011,-1.657,-4.954,-4.954,-11.023,15.53333333
2.94,7.71,3.429,1.006,-1.684,-4.963,-4.963,-11.026,15.56666667
2.947,7.705,3.433,1.006,-1.68,-4.961,-4.961,-11.021,15.6
2.952,7.668,3.407,0.956,-1.713,-4.996,-4.996,-11.053,15.63333333
2.956,7.678,3.394,0.983,-1.717,-4.986,-4.986,-11.066,15.66666667
2.961,7.662,3.404,0.952,-1.724,-5.002,-5.002,-11.068,15.7
2.967,7.696,3.443,0.998,-1.682,-4.939,-4.939,-11.006,15.73333333
2.978,7.694,3.417,0.991,-1.711,-4.964,-4.964,-11.026,15.76666667
2.986,7.651,3.385,0.933,-1.733,-5.014,-5.014,-11.051,15.8
2.992,7.674,3.386,0.946,-1.714,-4.989,-4.989,-11.043,15.83333333
2.997,7.681,3.428,0.983,-1.718,-4.981,-4.981,-11.015,15.86666667
3.002,7.67,3.391,0.949,-1.731,-5.001,-5.001,-11.035,15.9
3.009,7.644,3.356,0.919,-1.772,-5.03,-5.03,-11.057,15.93333333
3.015,7.64,3.379,0.924,-1.739,-5.017,-5.017,-11.052,15.96666667
3.022,7.635,3.353,0.916,-1.749,-5.018,-5.018,-11.048,16
3.03,7.621,3.353,0.916,-1.775,-5.018,-5.018,-11.04,16.03333333
3.037,7.612,3.362,0.911,-1.78,-5.026,-5.026,-11.054,16.06666667
3.042,7.613,3.347,0.908,-1.772,-5.031,-5.031,-11.055,16.1
3.046,7.612,3.347,0.896,-1.793,-5.036,-5.036,-11.049,16.13333333
3.051,7.604,3.344,0.883,-1.8,-5.053,-5.053,-11.047,16.16666667
3.056,7.61,3.315,0.9,-1.807,-5.045,-5.045,-11.065,16.2
3.063,7.589,3.33,0.875,-1.807,-5.066,-5.066,-11.074,16.23333333
3.072,7.543,3.299,0.839,-1.84,-5.081,-5.081,-11.086,16.26666667
3.079,7.592,3.326,0.874,-1.802,-5.051,-5.051,-11.065,16.3
3.085,7.612,3.323,0.888,-1.809,-5.029,-5.029,-11.026,16.33333333
3.089,7.56,3.286,0.85,-1.831,-5.093,-5.093,-11.073,16.36666667
3.092,7.565,3.29,0.849,-1.847,-5.083,-5.083,-11.048,16.4
3.098,7.562,3.29,0.847,-1.838,-5.085,-5.085,-11.069,16.43333333
3.103,7.568,3.301,0.844,-1.837,-5.067,-5.067,-11.056,16.46666667
3.107,7.597,3.302,0.872,-1.814,-5.054,-5.054,-11.026,16.5
3.115,7.556,3.298,0.839,-1.841,-5.076,-5.076,-11.066,16.53333333
3.12,7.533,3.265,0.817,-1.867,-5.097,-5.097,-11.079,16.56666667
3.131,7.552,3.284,0.836,-1.853,-5.084,-5.084,-11.061,16.6
3.138,7.517,3.26,0.786,-1.885,-5.1,-5.1,-11.067,16.63333333
3.144,7.54,3.266,0.808,-1.862,-5.087,-5.087,-11.065,16.66666667
3.149,7.547,3.258,0.803,-1.874,-5.096,-5.096,-11.082,16.7
3.155,7.537,3.237,0.782,-1.9,-5.111,-5.111,-11.083,16.73333333
3.161,7.539,3.262,0.822,-1.871,-5.092,-5.092,-11.058,16.76666667
3.165,7.515,3.253,0.788,-1.886,-5.115,-5.115,-11.083,16.8
3.171,7.495,3.23,0.779,-1.906,-5.121,-5.121,-11.067,16.83333333
3.178,7.506,3.222,0.773,-1.931,-5.146,-5.146,-11.088,16.86666667
3.184,7.502,3.231,0.761,-1.91,-5.122,-5.122,-11.071,16.9
3.192,7.495,3.246,0.777,-1.894,-5.107,-5.107,-11.081,16.93333333
3.199,7.496,3.225,0.765,-1.912,-5.128,-5.128,-11.061,16.96666667
3.202,7.488,3.218,0.775,-1.92,-5.136,-5.136,-11.056,17
3.205,7.489,3.235,0.769,-1.914,-5.133,-5.133,-11.062,17.03333333
3.209,7.471,3.207,0.724,-1.939,-5.174,-5.174,-11.091,17.06666667
3.216,7.494,3.229,0.772,-1.917,-5.134,-5.134,-11.043,17.1
3.224,7.487,3.219,0.746,-1.927,-5.141,-5.141,-11.072,17.13333333
3.228,7.47,3.187,0.715,-1.952,-5.153,-5.153,-11.086,17.16666667
3.232,7.446,3.178,0.715,-1.956,-5.179,-5.179,-11.095,17.2
3.242,7.444,3.178,0.725,-1.963,-5.186,-5.186,-11.087,17.23333333
3.249,7.441,3.165,0.722,-1.979,-5.17,-5.17,-11.087,17.26666667
3.258,7.434,3.187,0.699,-1.982,-5.187,-5.187,-11.078,17.3
3.263,7.428,3.163,0.7,-1.973,-5.179,-5.179,-11.112,17.33333333
3.268,7.437,3.15,0.703,-1.995,-5.18,-5.18,-11.086,17.36666667
3.272,7.435,3.156,0.7,-1.995,-5.189,-5.189,-11.1,17.4
3.278,7.416,3.137,0.655,-1.998,-5.21,-5.21,-11.123,17.43333333
3.283,7.397,3.142,0.671,-2.013,-5.203,-5.203,-11.109,17.46666667
3.288,7.435,3.162,0.691,-1.982,-5.174,-5.174,-11.084,17.5
3.294,7.422,3.158,0.675,-1.988,-5.161,-5.161,-11.09,17.53333333
3.3,7.409,3.156,0.683,-1.993,-5.188,-5.188,-11.101,17.56666667
3.306,7.406,3.155,0.678,-1.999,-5.19,-5.19,-11.091,17.6
3.312,7.413,3.161,0.677,-2.002,-5.19,-5.19,-11.078,17.63333333
3.317,7.395,3.126,0.658,-2.033,-5.212,-5.212,-11.117,17.66666667
3.322,7.41,3.146,0.673,-1.995,-5.184,-5.184,-11.084,17.7
3.33,7.404,3.136,0.662,-2.021,-5.194,-5.194,-11.084,17.73333333
3.327,7.383,3.126,0.648,-2.043,-5.225,-5.225,-11.123,17.76666667
3.331,7.401,3.126,0.663,-2.008,-5.191,-5.191,-11.087,17.8
3.338,7.369,3.101,0.633,-2.048,-5.215,-5.215,-11.107,17.83333333
3.346,7.373,3.121,0.649,-2.058,-5.224,-5.224,-11.089,17.86666667
3.352,7.371,3.085,0.62,-2.068,-5.233,-5.233,-11.111,17.9
3.357,7.375,3.102,0.622,-2.049,-5.215,-5.215,-11.101,17.93333333
3.361,7.347,3.095,0.626,-2.051,-5.219,-5.219,-11.103,17.96666667
3.367,7.336,3.074,0.615,-2.072,-5.233,-5.233,-11.122,18
3.371,7.353,3.071,0.608,-2.087,-5.22,-5.22,-11.109,18.03333333
3.378,7.335,3.078,0.595,-2.085,-5.261,-5.261,-11.104,18.06666667
3.386,7.336,3.076,0.591,-2.086,-5.251,-5.251,-11.106,18.1
3.393,7.324,3.058,0.584,-2.103,-5.269,-5.269,-11.109,18.13333333
3.4,7.324,3.06,0.591,-2.105,-5.253,-5.253,-11.113,18.16666667
3.404,7.322,3.064,0.575,-2.112,-5.261,-5.261,-11.136,18.2
3.409,7.318,3.052,0.576,-2.098,-5.263,-5.263,-11.121,18.23333333
3.414,7.326,3.08,0.602,-2.084,-5.239,-5.239,-11.099,18.26666667
3.418,7.292,3.017,0.552,-2.141,-5.289,-5.289,-11.135,18.3
3.421,7.309,3.044,0.578,-2.115,-5.286,-5.286,-11.126,18.33333333
3.424,7.288,3.039,0.577,-2.12,-5.271,-5.271,-11.114,18.36666667
3.429,7.31,3.03,0.556,-2.11,-5.27,-5.27,-11.106,18.4
3.436,7.279,3.021,0.553,-2.122,-5.287,-5.287,-11.113,18.43333333
3.444,7.326,3.058,0.598,-2.093,-5.252,-5.252,-11.076,18.46666667
3.452,7.31,3.026,0.575,-2.139,-5.27,-5.27,-11.124,18.5
3.458,7.272,3.027,0.553,-2.147,-5.283,-5.283,-11.131,18.53333333
3.463,7.271,3.001,0.546,-2.142,-5.297,-5.297,-11.126,18.56666667
3.469,7.287,3.023,0.55,-2.15,-5.29,-5.29,-11.111,18.6
3.478,7.279,2.999,0.524,-2.149,-5.285,-5.285,-11.116,18.63333333
3.485,7.275,3.035,0.554,-2.122,-5.272,-5.272,-11.1,18.66666667
3.491,7.279,3.013,0.544,-2.134,-5.279,-5.279,-11.111,18.7
3.497,7.303,3.035,0.582,-2.117,-5.269,-5.269,-11.089,18.73333333
3.502,7.261,2.983,0.508,-2.195,-5.327,-5.327,-11.131,18.76666667
3.506,7.252,2.997,0.506,-2.184,-5.311,-5.311,-11.132,18.8
3.511,7.252,2.989,0.522,-2.179,-5.319,-5.319,-11.112,18.83333333
3.516,7.265,3.007,0.5,-2.156,-5.302,-5.302,-11.115,18.86666667
3.514,7.254,2.992,0.505,-2.194,-5.326,-5.326,-11.111,18.9
3.515,7.25,2.979,0.51,-2.207,-5.308,-5.308,-11.128,18.93333333
3.517,7.24,2.978,0.5,-2.192,-5.305,-5.305,-11.117,18.96666667
3.519,7.249,2.981,0.492,-2.205,-5.305,-5.305,-11.128,19
3.52,7.233,2.965,0.48,-2.208,-5.334,-5.334,-11.142,19.03333333
3.523,7.263,3.009,0.519,-2.192,-5.296,-5.296,-11.103,19.06666667
3.529,7.217,2.972,0.481,-2.208,-5.342,-5.342,-11.131,19.1
3.535,7.214,2.953,0.465,-2.207,-5.34,-5.34,-11.125,19.13333333
3.539,7.236,2.972,0.483,-2.201,-5.323,-5.323,-11.108,19.16666667
3.544,7.238,2.949,0.454,-2.222,-5.331,-5.331,-11.143,19.2
3.551,7.2,2.926,0.455,-2.255,-5.363,-5.363,-11.138,19.23333333
3.556,7.23,2.955,0.48,-2.227,-5.311,-5.311,-11.118,19.26666667
3.561,7.216,2.954,0.462,-2.223,-5.335,-5.335,-11.112,19.3
3.565,7.205,2.928,0.471,-2.211,-5.338,-5.338,-11.121,19.33333333
3.57,7.193,2.919,0.451,-2.234,-5.375,-5.375,-11.139,19.36666667
3.573,7.195,2.928,0.446,-2.246,-5.346,-5.346,-11.134,19.4
3.578,7.199,2.915,0.442,-2.259,-5.354,-5.354,-11.13,19.43333333
3.584,7.223,2.946,0.468,-2.225,-5.331,-5.331,-11.098,19.46666667
3.592,7.177,2.914,0.432,-2.262,-5.363,-5.363,-11.152,19.5
3.604,7.198,2.928,0.45,-2.249,-5.358,-5.358,-11.12,19.53333333
3.61,7.17,2.916,0.409,-2.274,-5.385,-5.385,-11.138,19.56666667
3.616,7.185,2.923,0.435,-2.261,-5.36,-5.36,-11.133,19.6
3.62,7.172,2.915,0.419,-2.267,-5.365,-5.365,-11.148,19.63333333
3.625,7.168,2.909,0.415,-2.272,-5.356,-5.356,-11.13,19.66666667
3.63,7.187,2.914,0.418,-2.278,-5.356,-5.356,-11.123,19.7
3.637,7.162,2.914,0.415,-2.266,-5.376,-5.376,-11.137,19.73333333
3.644,7.195,2.913,0.422,-2.259,-5.357,-5.357,-11.12,19.76666667
3.65,7.188,2.904,0.421,-2.281,-5.357,-5.357,-11.117,19.8
3.655,7.151,2.874,0.373,-2.309,-5.389,-5.389,-11.155,19.83333333
3.659,7.15,2.871,0.378,-2.288,-5.375,-5.375,-11.155,19.86666667
3.664,7.132,2.868,0.376,-2.309,-5.402,-5.402,-11.136,19.9
3.672,7.145,2.887,0.395,-2.297,-5.383,-5.383,-11.142,19.93333333
3.679,7.146,2.86,0.362,-2.302,-5.405,-5.405,-11.156,19.96666667
3.686,7.147,2.903,0.396,-2.287,-5.393,-5.393,-11.132,20
3.694,7.135,2.853,0.387,-2.313,-5.402,-5.402,-11.151,20.03333333
3.696,7.173,2.9,0.401,-2.293,-5.368,-5.368,-11.105,20.06666667
3.7,7.17,2.888,0.394,-2.308,-5.395,-5.395,-11.129,20.1
3.702,7.116,2.875,0.368,-2.324,-5.409,-5.409,-11.145,20.13333333
3.707,7.13,2.835,0.339,-2.339,-5.42,-5.42,-11.155,20.16666667
3.713,7.159,2.872,0.375,-2.325,-5.385,-5.385,-11.123,20.2
3.719,7.113,2.843,0.36,-2.337,-5.416,-5.416,-11.155,20.23333333
3.727,7.1,2.824,0.324,-2.341,-5.439,-5.439,-11.159,20.26666667
3.733,7.115,2.851,0.342,-2.317,-5.417,-5.417,-11.141,20.3
3.736,7.113,2.843,0.334,-2.347,-5.422,-5.422,-11.177,20.33333333
3.74,7.143,2.849,0.372,-2.325,-5.388,-5.388,-11.131,20.36666667
3.745,7.101,2.816,0.324,-2.377,-5.435,-5.435,-11.157,20.4
3.75,7.121,2.861,0.354,-2.331,-5.405,-5.405,-11.135,20.43333333
3.754,7.105,2.798,0.312,-2.364,-5.437,-5.437,-11.16,20.46666667
3.757,7.073,2.794,0.307,-2.377,-5.466,-5.466,-11.176,20.5
3.763,7.092,2.826,0.324,-2.366,-5.433,-5.433,-11.147,20.53333333
3.77,7.08,2.811,0.292,-2.377,-5.445,-5.445,-11.164,20.56666667
3.777,7.092,2.823,0.314,-2.358,-5.438,-5.438,-11.143,20.6
3.781,7.082,2.809,0.312,-2.373,-5.45,-5.45,-11.166,20.63333333
3.786,7.081,2.813,0.324,-2.367,-5.452,-5.452,-11.149,20.66666667
3.793,7.092,2.801,0.296,-2.368,-5.446,-5.446,-11.153,20.7
3.797,7.086,2.8,0.301,-2.381,-5.465,-5.465,-11.155,20.73333333
3.803,7.092,2.828,0.315,-2.361,-5.425,-5.425,-11.142,20.76666667
3.815,7.068,2.798,0.304,-2.387,-5.449,-5.449,-11.163,20.8
3.825,7.085,2.796,0.315,-2.385,-5.457,-5.457,-11.16,20.83333333
3.826,7.082,2.811,0.315,-2.382,-5.434,-5.434,-11.144,20.86666667
3.828,7.08,2.8,0.283,-2.393,-5.444,-5.444,-11.148,20.9
3.83,7.049,2.766,0.268,-2.416,-5.481,-5.481,-11.181,20.93333333
3.832,7.074,2.782,0.267,-2.395,-5.463,-5.463,-11.166,20.96666667
3.835,7.075,2.806,0.308,-2.383,-5.434,-5.434,-11.15,21
3.837,7.069,2.791,0.279,-2.421,-5.468,-5.468,-11.152,21.03333333
3.843,7.052,2.764,0.278,-2.406,-5.465,-5.465,-11.169,21.06666667
3.85,7.067,2.784,0.284,-2.398,-5.448,-5.448,-11.148,21.1
3.856,7.076,2.776,0.267,-2.39,-5.482,-5.482,-11.15,21.13333333
3.862,7.069,2.764,0.264,-2.425,-5.476,-5.476,-11.157,21.16666667
3.868,7.034,2.764,0.265,-2.423,-5.486,-5.486,-11.172,21.2
3.875,7.045,2.751,0.257,-2.436,-5.479,-5.479,-11.17,21.23333333
3.882,7.045,2.735,0.243,-2.437,-5.499,-5.499,-11.159,21.26666667
3.889,7.03,2.749,0.249,-2.435,-5.484,-5.484,-11.168,21.3
3.897,7.023,2.736,0.236,-2.462,-5.525,-5.525,-11.184,21.33333333
3.901,7.032,2.765,0.248,-2.422,-5.503,-5.503,-11.173,21.36666667
3.907,7.026,2.754,0.233,-2.448,-5.503,-5.503,-11.163,21.4
3.912,7.046,2.748,0.244,-2.425,-5.473,-5.473,-11.152,21.43333333
3.915,7.014,2.741,0.212,-2.469,-5.502,-5.502,-11.187,21.46666667
3.92,7.051,2.763,0.25,-2.432,-5.47,-5.47,-11.156,21.5
3.926,7.003,2.711,0.213,-2.48,-5.52,-5.52,-11.192,21.53333333
3.932,6.998,2.701,0.211,-2.48,-5.534,-5.534,-11.188,21.56666667
3.941,7.05,2.752,0.25,-2.422,-5.491,-5.491,-11.147,21.6
3.95,7.019,2.724,0.223,-2.45,-5.498,-5.498,-11.154,21.63333333
3.954,7.038,2.73,0.234,-2.465,-5.501,-5.501,-11.158,21.66666667
3.957,7.019,2.742,0.227,-2.449,-5.495,-5.495,-11.177,21.7
3.96,7.01,2.718,0.216,-2.464,-5.513,-5.513,-11.17,21.73333333
3.964,7.003,2.723,0.187,-2.475,-5.521,-5.521,-11.19,21.76666667
3.968,7.002,2.716,0.236,-2.48,-5.52,-5.52,-11.16,21.8
3.972,7.015,2.721,0.223,-2.478,-5.497,-5.497,-11.167,21.83333333
3.976,6.997,2.709,0.199,-2.49,-5.541,-5.541,-11.174,21.86666667
3.987,6.988,2.698,0.192,-2.499,-5.536,-5.536,-11.176,21.9
3.989,7.027,2.717,0.24,-2.466,-5.496,-5.496,-11.157,21.93333333
3.998,7.008,2.709,0.19,-2.484,-5.536,-5.536,-11.18,21.96666667
4.003,6.999,2.708,0.188,-2.503,-5.535,-5.535,-11.19,22
4.011,6.997,2.696,0.201,-2.487,-5.522,-5.522,-11.157,22.03333333
4.014,6.968,2.695,0.184,-2.506,-5.529,-5.529,-11.182,22.06666667
4.019,6.994,2.686,0.194,-2.502,-5.535,-5.535,-11.164,22.1
4.023,7,2.689,0.185,-2.499,-5.539,-5.539,-11.167,22.13333333
4.03,7.01,2.716,0.217,-2.481,-5.533,-5.533,-11.148,22.16666667
4.034,6.995,2.696,0.197,-2.496,-5.532,-5.532,-11.157,22.2
4.038,6.98,2.661,0.162,-2.524,-5.578,-5.578,-11.197,22.23333333
4.048,6.96,2.67,0.178,-2.545,-5.569,-5.569,-11.191,22.26666667
4.053,6.976,2.681,0.176,-2.519,-5.546,-5.546,-11.173,22.3
4.058,6.958,2.666,0.151,-2.529,-5.56,-5.56,-11.201,22.33333333
4.063,6.98,2.68,0.151,-2.517,-5.556,-5.556,-11.161,22.36666667
4.068,6.964,2.675,0.167,-2.518,-5.533,-5.533,-11.184,22.4
4.077,6.967,2.671,0.165,-2.531,-5.559,-5.559,-11.184,22.43333333
4.081,6.938,2.658,0.16,-2.538,-5.571,-5.571,-11.185,22.46666667
4.085,6.964,2.677,0.171,-2.539,-5.574,-5.574,-11.173,22.5
4.088,6.924,2.635,0.133,-2.559,-5.589,-5.589,-11.216,22.53333333
4.091,6.951,2.654,0.168,-2.548,-5.573,-5.573,-11.186,22.56666667
4.098,6.962,2.671,0.184,-2.508,-5.561,-5.561,-11.141,22.6
4.102,6.966,2.664,0.163,-2.53,-5.535,-5.535,-11.175,22.63333333
4.108,6.939,2.66,0.156,-2.529,-5.568,-5.568,-11.169,22.66666667
4.118,6.971,2.679,0.15,-2.526,-5.55,-5.55,-11.172,22.7
4.124,6.956,2.651,0.156,-2.55,-5.577,-5.577,-11.179,22.73333333
4.131,6.925,2.638,0.132,-2.563,-5.572,-5.572,-11.184,22.76666667
4.138,6.955,2.66,0.159,-2.55,-5.57,-5.57,-11.174,22.8
4.142,6.933,2.631,0.134,-2.566,-5.585,-5.585,-11.192,22.83333333
4.144,6.945,2.657,0.141,-2.546,-5.56,-5.56,-11.162,22.86666667
4.15,6.946,2.655,0.152,-2.531,-5.561,-5.561,-11.171,22.9
